lat,lon,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec
78.75,-33.75,-43.803,-45.258,-42.003,-30.764,-17.287,-7.863,-5.369,-11.119,-22.138,-32.87,-39.073,-42.243
78.75,-30,-40.917,-42.115,-39.248,-28.789,-15.722,-7.046,-4.942,-10.628,-19.996,-29.73,-36.015,-39.306
78.75,-26.25,-40.9,-41.685,-39.087,-28.834,-15.444,-5.885,-4.312,-11.647,-21.722,-29.507,-35.963,-39.306
78.75,-22.5,-38.014,-39.024,-36.561,-24.736,-9.468,3.227,5.832,1.017,-11.991,-22.715,-30.927,-35.765
78.75,-18.75,-41.339,-41.674,-38.777,-25.829,-7.586,0.785,2.482,-0.441,-13.348,-25.074,-33.074,-38.982
76.25,90,-42.444,-41.396,-34.592,-21.921,-4.507,3.943,5.834,4.042,-1.517,-13.448,-29.57,-38.315
76.25,93.75,-41.927,-41.005,-34.541,-21.974,-4.505,3.749,5.591,3.919,-1.366,-12.165,-28.469,-37.695
76.25,97.5,-41.84,-40.985,-34.677,-21.843,-4.521,3.587,5.344,3.968,-1.232,-11.291,-28.429,-37.527
76.25,101.25,-45.979,-44.732,-37.372,-23.153,-5.078,8.264,10.087,5.118,-3.673,-20.533,-35.851,-42.512
76.25,105,-46.324,-45.181,-37.774,-23.399,-5.264,7.511,9.293,4.719,-3.801,-20.219,-35.672,-42.884
76.25,108.75,-42.929,-42.148,-35.518,-22.424,-5.161,3.024,4.837,3.497,-1.875,-13.292,-30.195,-39.433
76.25,112.5,-42.515,-41.82,-35.313,-21.84,-4.773,3.082,4.416,3.418,-1.418,-12.234,-29.273,-39.108
76.25,-90,-46.676,-48.257,-41.616,-25.794,-7.272,7.528,9.236,3.45,-7.384,-26.507,-36.401,-42.331
76.25,-86.25,-45.798,-47.606,-41.313,-25.627,-7.411,6.718,9.457,3.306,-7.508,-25.136,-35.189,-41.449
76.25,-82.5,-45.737,-47.68,-41.563,-25.969,-8.165,3.208,7.036,2.082,-9.373,-25.489,-34.94,-41.54
76.25,-78.75,-43.575,-45.847,-41.062,-27.339,-10.198,-2.488,-1.737,-4.538,-11.533,-21.751,-32.612,-40.006
76.25,-67.5,-38.317,-41.92,-37.556,-23.549,-8.589,-1.864,-1.096,-1.822,-9.339,-18.699,-28.63,-36.355
