lat,lon,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec
78.75,135,25.29,24.36,15.39,23.52,34.68,40.44,37.98,53.19,62.28,46.65,36.42,32.1
78.75,138.75,27.06,28.95,17.01,25.05,34.98,37.89,31.5,51.54,62.1,48.36,37.89,33.84
78.75,157.5,31.14,28.59,19.44,26.04,33.12,32.79,27.72,48.87,57.6,52.83,41.16,34.71
78.75,161.25,31.5,26.67,19.74,26.22,33.51,33.48,30.06,48.78,59.28,54.6,42.39,34.44
78.75,165,34.41,28.77,22.44,30.39,40.26,50.4,45.69,62.4,65.04,56.58,45.51,37.23
78.75,168.75,33.09,27.54,21.45,29.25,38.31,47.85,44.79,59.79,64.35,56.52,45.54,36.36
78.75,172.5,31.92,26.97,20.55,28.47,37.2,44.88,43.41,56.73,63.09,55.53,45.69,35.97
78.75,176.25,33.27,29.49,21.75,30.12,39.15,48.69,45.45,58.5,68.31,60.42,49.98,38.88
78.75,180,29.76,28.32,19.71,27.09,35.94,47.19,42.06,50.37,64.35,56.55,46.62,36.06
78.75,-176.25,29.94,30.03,19.98,27.75,37.08,50.76,41.07,51.75,66.69,58.83,47.79,37.05
78.75,-172.5,34.29,34.95,22.62,30.09,36.24,45.15,36.54,55.08,71.46,64.74,53.16,42.54
78.75,-168.75,34.35,35.79,20.85,26.34,29.85,30.39,24.21,45.39,66.93,63,50.61,42.63
78.75,-165,36.96,38.46,24.03,28.8,31.86,31.29,26.25,52.56,71.61,67.17,52.41,45.27
78.75,-161.25,35.37,35.64,23.25,29.91,37.92,44.73,37.77,64.74,71.22,64.47,48.45,43.17
78.75,-157.5,35.13,34.92,23.88,31.44,41.61,52.56,48.21,72,72.36,66.81,48.75,43.74
78.75,-153.75,33.9,33.27,24.18,30.39,37.92,46.65,48.09,65.19,68.55,65.88,48.21,43.41
78.75,-150,34.17,33.51,25.29,30.57,36.57,47.1,52.5,64.86,69.21,67.77,50.07,44.52
78.75,-146.25,33.39,33.24,26.43,30.36,35.28,48.87,54.24,62.22,67.74,68.37,50.1,44.25
78.75,-142.5,32.22,32.4,26.16,28.83,31.08,43.8,49.08,56.91,64.08,66.33,47.43,42.99
78.75,-138.75,29.94,30.93,22.29,24.36,23.31,29.52,31.08,38.46,54.93,60.21,41.61,38.94
78.75,-135,29.76,31.08,22.5,24.81,25.26,31.74,35.34,45.21,56.13,61.47,39.39,38.34
78.75,-131.25,31.56,31.11,24.45,29.22,32.43,39.3,45.33,59.28,61.65,65.28,39.51,39.24
78.75,-127.5,32.64,30.33,25.98,31.71,39.12,46.74,55.56,67.08,65.07,65.28,38.37,39.6
78.75,-123.75,32.67,29.22,27.18,33.21,41.25,49.65,55.59,64.53,66.63,65.49,39,39.03
78.75,-120,31.59,28.08,27.87,32.73,39.12,41.85,42.9,58.32,66.48,63.9,40.17,38.64
78.75,-97.5,23.82,18.54,21.27,22.2,18.57,14.25,16.95,27.72,51.9,54.93,37.02,33.99
78.75,-93.75,22.77,18.12,20.82,22.2,19.2,16.77,19.8,29.46,53.88,56.07,37.32,32.85
78.75,-90,21.75,17.82,20.37,22.68,19.44,18.15,23.22,31.92,57.48,59.37,38.88,33.06
78.75,-86.25,21.63,17.82,19.68,23.34,21.69,20.73,28.14,36.42,60.69,62.01,39.6,32.58
78.75,-82.5,19.83,16.89,18.15,22.56,21.84,20.61,26.67,34.53,59.49,60.33,39.09,32.46
78.75,-78.75,21.48,18.45,19.32,25.98,25.05,23.25,27.99,34.74,63.42,61.92,38.07,30.66
78.75,-75,21.87,18.24,19.08,25.98,26.55,27,31.89,36.45,63,61.59,36.9,30.24
78.75,-71.25,21.75,17.37,18,24.9,25.5,27.15,32.22,36.39,60.51,59.88,35.88,29.64
78.75,-67.5,21.72,16.83,17.49,24.39,25.83,28.23,33.36,39.12,59.1,58.35,35.49,29.07
78.75,-63.75,22.41,17.25,17.97,24.87,26.73,30.39,36.06,43.56,60.39,59.31,37.08,29.49
78.75,-60,22.86,17.64,18.48,25.05,26.1,32.04,36.06,45.87,61.08,59.52,38.37,29.13
78.75,-56.25,23.13,18.03,18.9,25.14,25.68,34.23,36.6,48.33,62.25,58.38,38.61,27.99
78.75,-52.5,23.64,18.54,19.14,24.93,25.44,36.66,38.16,49.23,62.82,55.68,38.34,27.39
78.75,-48.75,23.67,18.72,19.2,24.45,25.5,38.28,39.96,51.51,62.61,52.74,36.51,26.34
78.75,-45,27,20.67,20.58,24.72,22.74,30.63,32.58,49.83,65.34,54,40.08,29.58
78.75,-30,23.88,19.98,20.13,24.99,34.41,45.75,57.39,62.34,67.8,59.31,43.38,35.82
78.75,-26.25,23.28,19.41,20.04,24.63,36.03,48.69,59.34,62.46,69.3,62.13,41.43,34.23
78.75,-22.5,32.37,25.56,28.38,34.29,47.97,63.57,80.94,81.93,88.02,83.46,56.04,45.81
78.75,-18.75,29.52,22.2,25.05,29.19,43.05,58.83,69.9,72.75,76.26,71.97,45.27,38.4
78.75,-15,29.34,21.12,24.63,26.97,38.7,53.97,61.17,66.81,69.6,65.13,40.32,35.55
78.75,-11.25,32.88,22.68,26.07,25.05,36.93,52.53,57.36,67.23,67.83,64.47,40.35,37.05
78.75,-7.5,34.83,25.14,28.32,25.74,33.99,48.39,52.17,66.87,66.9,65.7,43.26,39.12
76.25,0,41.46,32.55,36.21,37.02,45.03,69.51,82.71,98.37,82.71,85.05,52.8,46.17
76.25,3.75,31.86,26.49,27.3,26.13,32.31,51.9,61.62,78.06,63.54,64.68,40.35,36.06
76.25,7.5,46.08,40.56,40.92,42.45,47.16,68.13,84.72,107.37,90.24,86.28,58.14,51.3
76.25,11.25,42.21,36.45,36.42,34.98,40.68,55.53,69.36,91.86,79.35,74.37,48.57,44.91
76.25,15,48.48,43.41,42.63,39.78,41.58,57.06,68.52,89.97,84.15,77.28,51.09,50.16
76.25,18.75,39.87,37.02,34.26,29.82,30.3,34.62,41.79,61.47,65.82,61.11,39.06,38.91
76.25,22.5,41.88,39.09,35.82,31.26,31.38,33.06,39.54,58.71,69.63,64.29,42.63,39.87
76.25,26.25,42.27,39.12,34.77,31.8,31.98,30.9,36.27,56.52,70.77,64.47,44.7,39.75
76.25,30,47.1,42.93,37.56,37.35,40.14,40.59,46.77,69.96,80.73,73.44,53.76,45.33
76.25,33.75,47.61,43.29,36.99,39.03,42.72,44.58,50.67,75.42,82.65,73.32,55.86,46.56
76.25,37.5,45.06,40.14,35.31,38.58,43.59,57.87,61.86,79.11,80.52,71.58,56.76,45.57
76.25,41.25,42.51,37.5,31.56,34.2,34.29,30.24,31.53,62.1,71.37,63.33,51.51,43.05
76.25,52.5,39.27,35.55,33.3,37.02,35.19,28.83,35.07,58.2,66.72,66.99,50.94,42.72
76.25,63.75,31.56,31.83,30.03,37.59,39.18,43.23,52.74,61.74,67.53,68.16,53.67,41.37
76.25,67.5,25.56,29.13,27.66,35.4,43.77,68.82,80.04,68.4,63.9,63.99,48.54,36.75
76.25,71.25,26.25,28.41,27.27,35.97,49.65,79.14,90.81,74.01,69.39,68.64,51.96,38.13
76.25,75,30.63,29.31,29.37,41.52,60.39,91.32,103.23,87.6,84.9,77.94,59.55,43.44
76.25,78.75,30.69,26.64,28.62,43.47,63.99,94.65,103.74,90.75,91.74,78.78,59.94,43.23
76.25,82.5,30.06,25.02,27.87,43.2,66.06,95.1,99.66,90.42,93.84,74.82,56.1,41.64
76.25,86.25,32.64,26.67,29.34,47.4,62.73,81.75,86.43,90.96,101.46,76.44,58.71,43.74
76.25,90,24.9,19.05,18.33,31.59,41.94,48.36,47.16,60.21,76.41,56.91,45.39,34.05
76.25,93.75,31.32,24.06,19.71,33.15,40.92,38.49,38.13,58.26,76.05,61.2,51.09,39.72
76.25,101.25,30.9,23.64,19.8,30.03,37.74,37.14,35.61,59.04,64.98,58.86,48.87,40.02
76.25,105,24.81,18.39,18.09,26.67,35.76,40.17,34.77,59.22,61.29,56.07,44.46,35.64
76.25,108.75,22.95,18.27,17.55,25.26,32.19,35.49,29.28,59.04,60.33,55.62,43.5,35.04
76.25,112.5,28.71,22.56,17.58,25.38,29.28,31.02,26.97,60.54,61.83,56.43,45.66,37.95
76.25,120,30.51,25.08,19.53,30.81,38.22,52.62,49.41,80.04,75.24,63.21,51.81,42.96
76.25,123.75,22.02,21.78,17.04,26.01,39.27,73.8,67.98,84.96,67.38,51.12,40.68,33.54
76.25,127.5,25.44,24.96,19.32,27.87,40.62,76.2,69.9,90.15,76.38,57.03,44.01,36.84
76.25,131.25,21.99,21.93,16.62,22.92,34.98,65.01,60.21,76.26,66.87,47.91,36.21,30.99
76.25,135,26.37,26.01,19.98,26.97,37.86,65.16,56.85,77.37,72.93,51.93,39.3,34.59
76.25,138.75,24.36,25.23,18.93,24.87,35.37,56.97,46.71,66.93,64.05,45.6,32.94,30.06
76.25,142.5,26.16,25.95,19.71,25.35,35.49,48.15,36.63,60.09,63.21,48.87,35.4,32.97
76.25,146.25,30.87,28.11,21.51,28.02,35.97,46.11,36.69,63.03,63.99,54.84,40.77,36.24
76.25,150,30.66,28.14,21.24,27.48,32.04,41.97,33.63,58.83,60.45,54.15,42.09,36.36
76.25,153.75,30.75,27.93,21.75,27.51,30.09,39.69,32.4,56.31,59.94,54.54,44.19,37.32
76.25,157.5,31.08,29.01,24.84,31.02,37.74,58.47,49.47,69.36,63.51,55.5,44.43,36.57
76.25,161.25,30.93,28.02,24.75,29.28,36.75,51.45,47.01,62.85,63.27,55.08,43.95,35.91
76.25,165,30.99,26.94,24.69,28.8,37.14,50.49,46.59,57,63.66,58.44,44.94,35.88
76.25,168.75,32.64,27.84,26.1,29.94,37.8,46.95,43.59,54.84,68.31,63.45,47.58,38.01
76.25,172.5,38.64,33.45,30.78,34.71,44.28,54.15,47.16,61.92,78.96,75.87,57.21,45.06
76.25,176.25,37.02,33.09,28.56,32.97,42.33,52.92,41.46,56.04,76.29,74.34,56.16,44.07
76.25,180,37.08,34.56,28.32,32.7,41.22,51.93,37.89,50.25,77.97,76.68,57.99,44.94
76.25,-176.25,34.11,33.18,25.26,29.85,37.8,48.93,34.53,45,73.59,70.92,53.19,41.55
76.25,-172.5,34.92,34.17,24.87,29.13,36.9,47.88,35.82,47.61,71.79,69.81,53.4,42
76.25,-168.75,41.07,39.78,28.65,32.85,39.48,46.71,39.03,59.52,78.51,76.86,59.37,48.69
76.25,-165,39.75,38.94,27.78,31.92,39.33,45.09,41.4,62.43,75.27,73.77,54.75,47.52
76.25,-161.25,37.56,36.96,26.97,31.59,45.36,54.75,51.09,68.82,72.9,71.88,50.1,45.96
