lat,lon,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec
78.75,-161.25,20.49,19.59,16.86,27.48,37.41,51.57,42.84,36.87,53.01,39.27,35.67,27.99
78.75,-157.5,20.19,19.17,16.71,27.75,40.02,57.87,50.1,40.65,54.93,40.08,36.15,28.23
78.75,-153.75,19.11,18,15.63,26.91,35.91,53.37,47.91,37.2,52.77,39.48,35.19,27.6
78.75,-150,19.23,17.76,15.18,27.15,34.77,54,50.94,40.29,53.43,41.13,36.15,28.26
78.75,-146.25,19.68,17.79,14.94,26.82,33.48,53.73,48.84,39.42,52.05,41.4,35.94,27.6
78.75,-142.5,19.83,17.46,14.79,25.71,29.73,46.32,39.33,35.13,48.45,39.24,34.41,26.43
78.75,-138.75,18.57,15.15,13.23,21.45,21.45,27.63,22.86,23.97,41.37,35.01,31.59,26.94
78.75,-135,20.16,16.35,14.55,22.2,23.34,30.36,26.73,27.3,41.55,34.53,30.63,27.15
78.75,-131.25,22.14,18.93,17.19,27.51,30.57,38.49,37.86,40.26,45.33,35.82,30.81,28.05
78.75,-127.5,23.16,20.28,18.84,30.21,35.82,43.08,46.8,45.69,45.63,35.79,30.15,28.77
78.75,-123.75,22.35,19.68,18.72,31.89,36.39,43.35,48.6,45.03,47.97,36.54,29.76,28.74
78.75,-120,21.36,18.63,18.27,30.3,33.48,35.88,42.57,43.17,47.31,38.07,29.88,28.8
78.75,-97.5,14.76,12.72,13.77,16.8,14.67,12.45,16.71,21.03,34.74,30.54,25.8,18.3
78.75,-93.75,13.95,12.87,13.47,16.56,15.15,14.28,18.78,22.8,35.25,30.21,24.84,17.01
78.75,-90,13.26,12.87,13.41,17.34,16.47,15.81,23.07,27.27,38.28,32.37,25.62,16.08
78.75,-86.25,12.72,12.57,13.29,18.54,18,18.06,25.56,31.02,41.79,34.23,25.92,16.29
78.75,-82.5,11.73,11.52,12.48,18.96,16.71,19.17,26.16,32.52,41.85,34.44,26.76,15.93
78.75,-78.75,12.3,11.76,12.96,21.36,19.98,23.61,30.21,36.24,46.14,35.19,22.83,17.13
78.75,-75,12.03,11.13,12.63,20.31,22.17,27.51,34.71,39.21,46.35,34.89,22.47,17.25
78.75,-71.25,11.25,10.14,11.88,18.51,22.29,28.35,33.57,38.94,45,34.47,22.5,16.59
78.75,-67.5,10.62,9.78,11.49,17.94,23.34,29.64,33.21,38.79,44.61,34.14,22.56,15.99
78.75,-63.75,10.38,9.87,11.34,18.18,25.11,31.35,35.25,40.65,46.02,35.04,23.31,16.08
78.75,-60,10.11,9.78,10.95,18.21,27,34.98,39.66,42.69,46.86,35.34,23.4,15.84
78.75,-56.25,10.14,9.78,10.62,18.42,28.74,38.76,44.01,44.97,47.46,34.92,23.07,15.54
78.75,-52.5,10.44,9.78,10.5,19.44,28.89,42.51,46.32,45.39,45.99,33.72,22.89,15.48
78.75,-48.75,10.62,9.72,10.38,19.74,28.68,45.3,47.19,45.24,43.23,31.35,21.18,15.03
78.75,-45,11.55,10.26,10.89,20.01,24.66,37.77,39.03,44.82,42.6,34.17,23.85,17.04
78.75,-30,10.41,8.43,9.66,19.41,29.79,61.47,63.57,59.37,42.9,37.95,25.83,16.95
78.75,-26.25,10.05,8.16,9.54,18.42,28.65,57.78,60.33,62.28,44.73,36.93,22.98,16.53
78.75,-22.5,14.07,11.37,14.55,28.65,39.78,70.47,74.73,84.18,63.54,52.02,31.11,21.9
78.75,-18.75,12.57,9.96,12.87,24.09,35.58,61.05,63.42,76.56,56.88,43.5,24.09,18.66
78.75,-15,12.33,9.45,12.39,21.51,32.73,56.01,57.15,73.14,52.47,38.73,21.69,17.46
78.75,-11.25,13.32,9.96,12.99,20.22,31.68,54.96,52.92,72.63,51.87,38.31,24.57,19.35
78.75,-7.5,14.58,10.53,13.86,19.95,28.89,48.54,45.72,68.91,52.35,40.17,27.6,22.74
76.25,0,17.55,12.45,18.48,26.58,35.67,74.52,73.14,82.56,62.97,50.01,34.77,26.67
76.25,3.75,13.5,9.39,13.89,17.16,23.7,51.6,51.81,60.84,48.33,38.64,27.18,21.96
76.25,7.5,20.31,14.16,21.48,29.19,37.17,66.03,79.92,81.81,66.69,54.93,38.43,32.25
76.25,11.25,18.93,13.59,20.01,22.71,30.69,52.2,69.96,66.84,56.91,47.55,33.12,28.74
76.25,15,22.77,15.66,23.43,27.51,31.95,53.94,74.67,68.43,60.24,52.74,36.21,33.03
76.25,18.75,18.93,13.32,19.5,19.59,22.35,32.76,50.76,50.79,45.03,41.58,29.43,28.56
76.25,22.5,21.45,14.85,21.63,21.45,23.1,32.91,48.78,52.74,46.17,44.97,32.1,30.93
76.25,26.25,21.78,15.42,21.93,22.41,22.98,33.36,42.78,52.74,44.76,44.7,33.93,30.75
76.25,30,24.15,17.4,24.27,26.46,28.74,44.85,54.87,62.97,51.66,51.18,39.78,32.97
76.25,33.75,24.81,17.25,23.52,26.64,29.82,47.73,58.08,64.92,52.41,51.12,41.04,33
76.25,37.5,23.91,16.47,21.87,26.01,31.47,62.34,71.07,66.48,53.31,50.1,40.62,31.59
76.25,41.25,20.25,14.88,19.23,24,22.38,33.54,40.26,52.17,49.26,45.15,37.38,30.33
76.25,52.5,22.38,18.33,20.82,28.98,25.56,30.18,34.83,52.02,55.17,41.34,34.98,30.66
76.25,63.75,20.67,17.01,20.31,29.76,29.7,41.91,43.14,53.82,56.73,40.71,35.55,26.01
76.25,67.5,18.75,15.15,18.99,29.1,32.58,71.31,74.13,59.46,53.97,37.35,29.58,22.35
76.25,71.25,18.03,14.73,18.84,29.94,36.69,81.48,86.61,66.09,60.33,40.5,30.24,23.52
76.25,75,18.51,16.05,20.67,33.78,44.16,88.71,97.92,78.78,73.17,47.13,33.96,26.13
76.25,78.75,17.07,15.33,20.64,35.37,45.09,86.61,95.43,82.53,80.04,47.88,32.52,25.32
76.25,82.5,16.2,15.12,20.88,35.28,46.77,82.44,90.75,82.23,82.47,44.52,30.09,24.9
76.25,86.25,16.92,16.65,21.99,38.01,45.69,70.08,75.99,80.55,87.6,47.04,31.83,26.37
76.25,90,12.21,12.63,15.27,24.27,29.58,38.04,43.62,52.62,67.59,35.04,26.82,20.67
76.25,93.75,15.81,14.58,17.28,26.16,28.68,28.62,36.75,52.14,68.22,40.53,31.47,30.36
76.25,101.25,14.43,15,17.55,27.27,26.49,34.23,43.86,49.2,53.73,39.15,31.86,28.98
76.25,105,12.39,13.44,15.39,25.44,25.74,39.48,45,46.92,47.82,36.33,29.1,21.21
76.25,108.75,12.12,12.93,14.28,25.02,25.11,34.29,36.99,44.76,45.33,35.97,28.77,19.98
76.25,112.5,13.17,13.38,13.95,25.5,25.5,28.8,28.83,44.22,45.33,37.92,31.02,27.12
76.25,120,14.22,15.33,15.72,30.84,36.54,51.9,50.58,63.96,54.54,41.97,34.5,25.86
76.25,123.75,12.27,13.17,13.95,26.19,37.77,74.55,71.97,66.6,47.16,31.68,23.73,17.58
76.25,127.5,13.8,14.49,15.09,25.98,37.59,67.95,70.62,66.87,53.19,35.7,26.22,19.47
76.25,131.25,11.97,12.78,13.05,22.95,34.14,60.96,63.3,58.59,47.01,30.96,22.05,16.35
76.25,135,14.34,14.82,15.3,26.31,36.51,59.73,61.47,60.48,51.69,35.25,25.56,19.74
76.25,138.75,14.19,14.16,14.22,23.19,31.14,50.22,51.21,51.24,45.93,31.05,22.83,18.33
76.25,142.5,15.75,15.18,14.91,22.08,27.54,39.63,37.05,44.61,49.68,32.13,27.12,20.37
76.25,146.25,17.64,16.14,16.29,23.22,28.38,40.17,36.87,45.06,53.37,35.76,31.14,25.23
76.25,150,17.46,15.57,15.54,22.35,26.91,39.09,34.62,41.73,51.93,34.83,31.41,24.9
76.25,153.75,17.22,15.36,15.36,22.95,27.24,39.06,35.61,42.18,50.85,34.83,32.46,22.65
76.25,157.5,18,16.38,16.77,27.15,38.01,66.66,56.88,52.35,50.97,34.29,29.19,20.46
76.25,161.25,17.4,16.62,16.11,27.09,34.98,61.59,57.63,48.03,49.92,32.67,28.41,20.64
76.25,165,16.92,16.71,15.99,27.72,32.85,57.87,57.48,42.63,51.24,33.99,28.89,20.97
76.25,168.75,17.79,18,17.1,29.01,30.93,50.55,55.23,41.49,54.42,36.12,30.6,22.74
76.25,172.5,21.42,22.02,20.43,33.18,38.1,53.49,65.19,49.26,64.8,43.47,37.44,28.14
76.25,176.25,20.52,21.75,18.93,30.9,36.87,50.73,59.37,45.72,63.24,43.11,37.17,28.35
76.25,180,20.97,22.26,18.51,30.48,37.26,48.69,52.68,42.15,63.54,45.12,38.37,29.67
76.25,-176.25,20.04,20.94,16.68,27.57,34.59,47.76,44.34,36.36,57.87,41.88,35.64,27.87
76.25,-172.5,21.03,21.3,16.68,26.79,33.96,47.46,41.07,35.04,55.89,42,35.97,27.99
76.25,-168.75,25.05,24.06,19.56,30.75,37.41,48.57,42.09,42.93,60.9,48.18,41.43,32.97
76.25,-165,25.23,23.94,19.32,29.91,38.19,48.18,39.21,42.72,57.66,44.88,40.02,31.62
76.25,-161.25,24.63,23.73,18.93,29.64,43.59,58.77,46.23,43.83,56.4,41.13,38.49,29.43
76.25,-157.5,26.43,25.2,20.28,33.3,47.4,64.89,54.18,50.7,62.04,43.77,42.36,31.95
76.25,-153.75,23.94,22.14,17.37,29.91,42.81,63.15,52.41,45.51,56.25,40.35,38.64,28.74
76.25,-150,25.14,22.44,17.85,30.87,42.87,66.69,57.99,49.47,57.78,42.9,39.51,29.52
76.25,-146.25,25.02,22.02,17.58,29.04,39.72,65.88,55.59,46.56,53.25,40.38,36.3,27.96
76.25,-142.5,28.05,24.24,20.01,31.47,41.58,68.1,55.17,48.81,54.3,42.12,36.9,29.58
76.25,-138.75,34.14,29.25,25.35,37.53,47.49,75.33,63.66,54.9,59.34,46.56,41.1,34.62
76.25,-135,28.62,24.33,22.14,31.77,42.42,67.08,55.56,43.17,46.86,35.76,31.38,27.15
76.25,-131.25,35.55,30.27,28.95,42.66,57.66,95.88,83.19,61.41,58.86,45.03,37.98,32.91
76.25,-127.5,33.96,29.37,28.74,43.95,60.54,99.81,87.48,61.98,56.46,43.59,35.37,31.11
76.25,-123.75,27.75,24.6,24.39,40.23,61.14,102.84,91.5,63.54,53.19,37.71,28.86,25.32
